state,district_id,district
13,1301920,Early County School District
13,1301950,Echols County School District
13,1301980,Effingham County School District
13,1302010,Elbert County School District
13,1302040,Emanuel County School District
13,1302070,Evans County School District
13,1302100,Fannin County School District
13,1302130,Fayette County School District
13,1302190,Floyd County School District
13,1302220,Forsyth County School District
13,1302250,Franklin County School District
13,1302280,Fulton County School District
13,1302310,Gainesville City School District
13,1302340,Gilmer County School District
13,1302370,Glascock County School District
13,1302400,Glynn County School District
13,1302430,Gordon County School District
13,1302460,Grady County School District
13,1302490,Greene County School District
13,1302520,Spalding County School District
13,1302550,Gwinnett County School District
13,1302580,Habersham County School District
13,1302610,Hall County School District
13,1302640,Hancock County School District
13,1302670,Haralson County School District
13,1302700,Harris County School District
13,1302730,Hart County School District
13,1302790,Heard County School District
13,1302820,Henry County School District
13,1302880,Houston County School District
13,1302910,Irwin County School District
13,1302940,Jackson County School District
13,1302970,Jasper County School District
13,1303000,Jeff Davis County School District
13,1303030,Jefferson City School District
13,1303060,Jefferson County School District
13,1303090,Jenkins County School District
13,1303120,Johnson County School District
13,1303150,Jones County School District
13,1303210,Lamar County School District
13,1303240,Lanier County School District
13,1303270,Lee County School District
13,1303300,Liberty County School District
13,1303330,Lincoln County School District
13,1303360,Long County School District
13,1303390,Lowndes County School District
13,1303420,Lumpkin County School District
13,1303450,Macon County School District
13,1303480,Madison County School District
13,1303510,Marietta City School District
13,1303540,Marion County School District
13,1303570,McDuffie County School District
13,1303600,McIntosh County School District
13,1303630,Meriwether County School District
13,1303660,Miller County School District
13,1303690,Mitchell County School District
13,1303720,Monroe County School District
13,1303750,Montgomery County School District
13,1303780,Morgan County School District
13,1303840,Murray County School District
13,1303870,Muscogee County School District
13,1303930,Newton County School District
13,1303960,Oconee County School District
13,1303990,Oglethorpe County School District
13,1304020,Paulding County School District
13,1304050,Peach County School District
13,1304080,Pelham City School District
13,1304110,Pickens County School District
13,1304140,Pierce County School District
13,1304170,Pike County School District
13,1304200,Polk County School District
13,1304220,Pulaski County School District
13,1304260,Putnam County School District
13,1304290,Quitman County School District
13,1304320,Rabun County School District
13,1304350,Randolph County School District
13,1304380,Richmond County School District
13,1304410,Rockdale County School District
13,1304440,Rome City School District
13,1304470,Schley County School District
13,1304500,Screven County School District
13,1304530,Seminole County School District
13,1304540,Social Circle City School District
13,1304560,Stephens County School District
13,1304590,Stewart County School District
13,1304620,Sumter County School District
13,1304650,Talbot County School District
13,1304680,Taliaferro County School District
13,1304770,Tattnall County School District
13,1304800,Taylor County School District
13,1304830,Telfair County School District
13,1304860,Terrell County School District
13,1304890,Thomas County School District
13,1304950,Thomasville City School District
13,1304980,Tift County School District
13,1305040,Toombs County School District
13,1305070,Towns County School District
13,1305100,Treutlen County School District
13,1305130,Trion City School District
13,1305190,Turner County School District
13,1305220,Twiggs County School District
13,1305250,Union County School District
13,1305280,Upson County School District
13,1305310,Valdosta City School District
13,1305340,Vidalia City School District
13,1305370,Walker County School District
13,1305390,Walton County School District
13,1305430,Ware County School District
13,1305460,Warren County School District
13,1305490,Washington County School District
13,1305550,Wayne County School District
13,1305580,Webster County School District
13,1305640,Wheeler County School District
13,1305670,White County School District
13,1305700,Whitfield County School District
13,1305730,Wilcox County School District
13,1305760,Wilkes County School District
13,1305790,Wilkinson County School District
13,1305850,Worth County School District
17,1701382,Thompsonville Community Unit School District 174
17,1700110,North Chicago School District 187
17,1719920,Hutsonville Community Unit School District 1
17,1727300,Brown County Community Unit School District 1
17,1741070,Waterloo Community Unit School District 5
17,1713710,School District U-46
17,1713970,Elmhurst School District 205
17,1708010,Byron Community Unit School District 226
17,1737830,Stewardson-Strasburg Community Unit District 5A
17,1713560,Effingham Community Unit School District 40
17,1727710,Naperville Community Unit District 203
17,1730270,Oswego Community Unit School District 308
17,1731740,Plainfield School District 202
17,1733380,Reed Custer Community Unit School District 255U
17,1716380,Geneva Community Unit School District 304
17,1705220,Batavia Unit School District 101
17,1740830,Warrensburg-Latham Community Unit District 11
17,1727390,Mount Zion Community Unit School District 3
17,1701418,Salt Fork Community Unit School District 512
17,1710530,Coal City Community Unit School District 1
17,1713050,East Dubuque Community Unit School District 119
17,1722300,Lebanon Community Unit School District 9
17,1700314,West Prairie Community Unit School District 103
17,1734990,Round Lake Community Unit School District 116
17,1741250,Waukegan Community Unit School District 60
17,1734140,Roanoke-Benson Community Unit School District 60
17,1728620,McLean County Unit School District 5
17,1727610,Murphysboro Community Unit School District 186
17,1700113,Illini Central Community Unit School District 189
17,1710440,Clinton Community Unit School District 15
17,1718390,Hartsburg-Emden Community Unit School District 21
17,1727290,Mount Pulaski Community Unit District 23
17,1742480,Williamsville Community Unit School District 15
17,1705460,Beecher City Community Unit School District 20
17,1707650,Paxton-Buckley-Loda Community Unit School District 10
17,1724060,Mahomet-Seymour Community Unit School District 3
17,1726550,Monticello Community Unit School District 25
17,1739600,Tuscola Community Unit School District 301
17,1717790,Griggsville-Perry Community Unit School District 4
17,1730990,Payson Community Unit School District 1
17,1708220,Camp Point Community Unit School District 3
17,1733000,Quincy School District 172
17,1700223,Okaw Valley Community Unit School District 302
17,1703990,Argenta-Oreana Community Unit School District 1
17,1700122,Shiloh Community Unit School District 1
17,1742790,Winnebago Community Unit School District 323
17,1731050,Pecatonica Community Unit School District 321
17,1736600,South Beloit Community Unit School District 320
17,1740200,Venice Community Unit School District 3
17,1737350,Triad Community Unit School District 2
17,1713530,Edwardsville Community Unit School District 7
17,1700114,South Central Community Unit School District 401
17,1703510,Altamont Community Unit School District 10
17,1737230,St. Elmo Community Unit School District 202
17,1736180,Sherrard Community Unit School District 200
17,1733930,Riverdale Community Unit School District 100
17,1712330,Dixon Unit School District 170
17,1732280,Pope County Community Unit School District 1
17,1740920,Lowpoint-Washburn Community Unit School District 21
17,1725680,Meredosia-Chambersburg Community Unit School District 11
17,1700102,Brussels Community Unit School District 42
17,1700001,River Ridge Community Unit School District 210
17,1700310,West Carroll Community Unit School District 314
17,1708070,Cairo Community Unit School District 1
17,1726400,Moline-Coal Valley School District 40
17,1734410,Rock Island-Milan School District 41
17,1700153,Lewistown Community Unit School District 97
17,1711400,Fulton County Community Unit School District 3
17,1701413,Abingdon-Avon Community Unit School District 276
17,1703960,Arcola Consolidated Unit School District 306
17,1720790,Kansas Community Unit School District 3
17,1700319,West Central Community Unit School District 235
17,1720170,Iroquois County Community Unit School District 9
17,1712510,Donovan Community Unit School District 3
17,1700323,Crescent Iroquois Community Unit School District 249
17,1716020,Galatia Community Unit School District 1
17,1718270,Harrisburg Community Unit School District 3
17,1700125,Bureau Valley Community Unit School District 340
17,1739630,Century Community Unit School District 100
17,1742990,Shawnee Community Unit School District 84
17,1703810,Annawan Community Unit School District 226
17,1708160,Cambridge Community Unit School District 227
17,1714350,Erie Community Unit School District 1
17,1716140,Galva Community Unit School District 224
17,1730200,Orion Community Unit School District 223
17,1737490,Stark County Community Unit School District 100
17,1734510,Rockford School District 205
17,1728700,North Boone Community Unit School District 200
17,1721680,La Moille Community Unit School District 303
17,1718840,Herscher Community Unit School District 2
17,1735310,Sandoval Community Unit School District 501
17,1701403,North Mac Community Unit School District 34
17,1701404,Odin Public School District 722
17,1738130,Sullivan Community Unit School District 300
17,1742690,Windsor Community Unit School District 1
17,1731230,Peoria School District 150
17,1732770,Princeville Community Unit School District 326
17,1725050,Mattoon Community Unit School District 2
17,1709600,Charleston Community Unit School District 1
17,1700002,Casey-Westfield Community Unit School District 4C
17,1717580,Grayville Community Unit School District 1
17,1713500,Edwards County Community Unit School District 1
17,1700217,Christopher Community Unit School District 99
17,1730870,Patoka Community Unit School District 100
17,1701416,Milford Area Public School District 124
17,1708280,Canton Union School District 66
17,1743960,Yorkville Community Unit School District 115
17,1731770,Plano Community Unit School District 88
17,1718180,Calhoun Community Unit School District 40
17,1708610,Carrollton Community Unit School District 1
17,1717670,Greenfield Community Unit School District 10
17,1715750,Franklin Community Unit School District 1
17,1720430,Jersey Community Unit School District 100
17,1718810,Herrin Community Unit School District 4
17,1708640,Carterville Community Unit School District 5
17,1704620,Auburn Community Unit School District 10
17,1704920,Ball-Chatham Community Unit School District 5
17,1731410,Porta Community Unit School District 202
17,1741280,Waverly Community Unit School District 6
17,1734100,Riverton Community Unit School District 14
17,1718510,Havana Community Unit School District 126
17,1743962,Midwest Central Community Unit School District 191
17,1700115,Henry-Senachwine Consolidated Unit School District 5
17,1732960,Putnam County Community Unit School District 535
17,1706880,Bradford Community Unit School District 1
17,1709930,Chicago Public School District 299
17,1714100,Elmwood Park Community Unit School District 401
17,1708040,Cahokia Community Unit School District 187
17,1712720,Dupo Community Unit School District 196
17,1700109,Ridgeview Community Unit School District 19
17,1722710,Lexington Community Unit School District 7
17,1713920,Tri-Valley Community Unit School District 3
17,1701417,Bluford Unit School District 318
17,1723640,Brooklyn Community Unit School District 188
17,1701422,Woodlawn Unit District 209
17,1742630,Wilmington Community Unit School District 209U
17,1731020,Pearl City Community Unit School District 200
17,1710290,Cissna Park Community Unit School District 6
17,1730630,Pana Community Unit School District 8
17,1700176,Cowden-Herrick Community Unit School District 3A
17,1736090,Shelbyville Community Unit School District 4
17,1712030,DeLand-Weldon Community Unit School District 57
17,1709100,Central A & M Community Unit School District 21
17,1727840,Neoga Community Unit School District 3
17,1733090,Ramsey Community Unit School District 204
17,1721390,Knoxville Community Unit School District 202
17,1736960,Spoon River Valley Community Unit School District 4
17,1740080,Valmeyer Community Unit School District 3
17,1719660,Hoopeston Area Community Unit School District 11
17,1739480,Tri-Point Community Unit School District 6-J
17,1705430,Beecher Community Unit School District 200U
17,1711250,Crete-Monee Community Unit School District 201-U
17,1740070,Valley View Community Unit School District 365U
17,1732100,Polo Community Unit School District 222
17,1721900,Lake Zurich Community Unit School District 95
17,1713370,Edgar County Community Unit District 6
17,1730780,Paris Community Unit School District 4
17,1707200,Brimfield Community Unit School District 309
17,1712700,Dunlap Community Unit School District 323
17,1730750,Paris-Union School District 95
17,1738490,V.I.T. Community Unit School District 2
17,1700092,Georgetown-Ridge Farm Consolidated Unit School District 4
17,1720380,Jasper County Community Unit School District 1
17,1700332,Schuyler-Industry Community Unit School District 5
17,1729420,Oblong Community Unit School District 4
17,1707950,Bushnell-Prairie City Community Unit School District 170
17,1703600,Alton Community Unit School District 11
17,1707770,Bunker Hill Community Unit School District 8
17,1735010,Roxana Community Unit School District 1
17,1737170,St. Charles Community Unit School District 303
17,1709810,Chester Community Unit School District 139
17,1736900,Sparta Community Unit School District 140
17,1737650,Steeleville Community Unit School District 138
17,1722130,Red Hill Community Unit School District 10
17,1722150,Lawrence County Community Unit District 20
17,1730480,Palestine Community Unit School District 3
17,1734230,Robinson Community Unit School District 2
17,1705050,Barrington Community Unit School District 220
17,1718200,Hardin County Community Unit School District 1
17,1742310,Sterling Community Unit District 5
17,1703690,Amboy Community Unit School District 272
17,1735970,Indian Creek Community Unit District 425
17,1722350,Lee Center Community Unit School District 271
17,1720280,Jacksonville School District 117
17,1730060,Orangeville Community Unit School District 203
17,1713320,East St. Louis School District 189
17,1724940,Mascoutah Community Unit School District 19
17,1727960,New Athens Community Unit School District 60
17,1733300,Red Bud Community Unit School District 132
17,1739420,Wesclin Community Unit School District 3
17,1721300,Hiawatha Community Unit School District 426
17,1700014,Goreville Community Unit School District 1
17,1712480,Dongola School Unit District 66
17,1700044,Farmington Central Community Unit School District 265
17,1731270,Peoria Heights Community Unit School District 325
17,1704380,Ashton Community Unit School District 275
17,1724870,Marshall Community Unit School District 2C
17,1707830,Central Community Unit School District 301
17,1712000,DeKalb Community Unit School District 428
17,1716410,Genoa-Kingston Community Unit School District 424
17,1724480,Kaneland Community Unit School District 302
17,1741190,Wauconda Community Unit School District 118
17,1722770,Liberty Community Unit School District 2
17,1716050,Galena Unit School District 120
17,1737980,Stockton Community Unit School District 206
17,1735610,Scales Mound Community Unit School District 211
17,1722530,Lena-Winslow Community Unit School District 202
17,1740740,Warren Community Unit School District 205
17,1720760,Kankakee School District 111
17,1712090,Depue Community Unit School District 103
17,1715490,Forrestville Valley Community Unit School District 221
17,1730160,Oregon Community Unit School District 220
17,1709400,Chadwick-Milledgeville Community Unit School District 399
17,1718420,Harvard Community Unit School District 50
17,1716680,Gillespie Community Unit School District 7
17,1716350,Geneseo Community Unit School District 228
17,1721000,Kewanee Community Unit School District 229
17,1729940,ROWVA Community Unit School District 208
17,1718240,Harlem Unit School District 122
17,1712810,Durand Community Unit School District 322
17,1725690,Meridian Community Unit School District 223
17,1715880,Community Unit School District 2
17,1700120,Lostant Community Unit School District 425
17,1726710,Morrison Community Unit School District 6
17,1733950,River Bend Community Unit District 2
17,1712060,Delavan Community Unit School District 703
17,1711880,Deer Creek-Mackinaw Community Unit School District 701
17,1739390,Tremont Community Unit School District 702
17,1708250,Trico Community Unit School District 176
17,1710980,Coulterville Unit School District 1
17,1716080,Galesburg Community Unit School District 205
17,1726800,Morton Community Unit School District 709
17,1700041,Gibson City-Melvin-Sibley Community Unit School District 5
17,1720180,Iroquois West Community Unit School District 10
17,1700005,Prairie Central Community Unit School District 8
17,1728560,Nokomis Community Unit School District 22
17,1738700,Taylorville Community Unit School District 3
17,1736640,South Fork School District 14
17,1730660,Panhandle Community Unit School District 2
17,1736610,Southeastern Community Unit School District 337
17,1727780,Nauvoo-Colusa Community Unit School District 325
17,1717700,Greenview Community Unit School District 200
17,1726760,Morrisonville Community Unit School District 1
17,1700123,Meridian Community Unit School District 15
17,1718060,Hamilton Community Consolidated School District 328
17,1740890,Warsaw Community Unit School District 316
17,1725590,Community Unit School District 4
17,1730930,Pawnee Community Unit School District 11
17,1734320,Rochester Community Unit School District 3A
17,1700324,Sangamon Valley Community Unit School District 9
17,1710800,Oakwood Community Unit School District 76
17,1708580,Carrier Mills-Stonefort Community Unit School District
17,1743800,Zeigler-Royalton Community Unit School District 188
17,1720550,Johnston City Community Unit School District 1
17,1705820,Bement Community Unit School District 5
17,1709330,Cerro Gordo Community Unit School District 100
17,1710410,Central Community Unit School District 4
17,1712240,Dieterich Community Unit School District 30
17,1741580,Frankfort Community Unit School District 168
17,1724900,Martinsville Community Unit School District 3C
17,1723920,Macomb Community Unit School District 185
17,1706480,Bloomington School District 87
17,1729890,Olympia Community Unit School District 16
17,1724750,Maroa-Forsyth Community Unit School District 2
17,1700003,Blue Ridge Community Unit School District 18
17,1718870,Heyworth Community Unit School District 4
17,1724600,Marion Community Unit School District 2
17,1711850,Decatur School District 61
17,1700320,Monmouth-Roseville Community Unit School District 238
17,1732830,Prophetstown-Lyndon-Tampico Community Unit School District 3
17,1742060,Wethersfield Community Unit School District 230
17,1704680,Aurora East Unit School District 131
17,1704710,Aurora West Unit School District 129
17,1719830,Huntley Consolidated School District 158
17,1724390,Manteno Community Unit School District 5
17,1731290,Peotone Community Unit School District 207U
17,1717370,Grant Park Community Unit School District 6
17,1741360,Wayne City Community Unit School District 100
17,1735940,Sesser-Valier Community Unit School District 196
17,1708550,Community Unit School District 300
17,1712930,Earlville Community Unit School District 9
17,1705790,Belvidere Consolidated Unit School District 100
17,1700321,United Community School District 304
17,1736570,Somonauk Community Unit School District 432
17,1738460,Sycamore Community Unit School District 427
17,1703300,Alden-Hebron School District 19
17,1711610,Dakota Community Unit School District 201
17,1715900,Freeport School District 145
17,1706600,Scott-Morgan Consolidated Unit School District 2
17,1742240,North Greene Unit School District 3
17,1742660,Winchester Community Unit School District 1
17,1710830,Triopia Community Unit School District 27
17,1704470,Athens Community Unit School District 213
17,1739450,Tri-City Community Unit School District 1
17,1700105,A-C Central Community Unit School District 262
17,1737080,Springfield School District 186
17,1720490,Johnsburg Community Unit School District 12
17,1713410,Edinburg Community Unit School District 4
17,1743330,Woodstock Community Unit School District 200
17,1740140,Vandalia Community Unit School District 203
17,1707440,Brownstown Community Unit School District 201
17,1713290,Richland County Community Unit School District 1
17,1701390,Flanagan-Cornell District 74
17,1700326,El Paso-Gridley Community Unit School District 11
17,1738070,Woodland Community Unit School District 5
17,1734440,Rockridge Community Unit School District 300
17,1708430,Carlinville Community Unit School District 1
17,1737590,Staunton Community Unit School District 6
17,1700045,Gallatin Community Unit School District 7
17,1724650,Marissa Community Unit School District 40
17,1741750,West Washington County Community Unit District 10
17,1711100,Crab Orchard Community Unit School District 3
17,1731500,Southwestern Community Unit School District 9
17,1730540,Northwestern Community Unit School District 2
17,1727180,Mount Olive Community Unit School District 5
17,1723250,Litchfield Community Unit School District 12
17,1731890,Pleasant Hill Community Unit School District 3
17,1731710,Pikeland Community Unit School District 10
17,1713590,Egyptian Community Unit School District 5
17,1726970,Meridian Community Unit School District 101
17,1714050,Elmwood Community Unit School District 322
17,1719960,Illini Bluffs Community Unit School District 327
17,1713660,Eldorado Community Unit School District 4
17,1718990,Highland Community Unit School District 5
17,1705310,Beardstown Community Unit School District 15
17,1740410,Virginia Community Unit School District 64
17,1710650,Collinsville Community Unit School District 10
17,1717280,Granite City Community Unit School District 9
17,1706390,Bismarck-Henning Consolidated Unit School District
17,1710820,Westville Community Unit School District 2
17,1711790,Danville Community Consolidated School District 118
17,1734870,Rossville-Alvin Community Unit School District 7
17,1715100,Fieldcrest Community Unit School District 6
17,1706120,Bethalto Consolidated Unit School District 8
17,1710240,North Wayne Community Unit School District 200
17,1709420,Champaign Community Unit School District 4
17,1739120,Tolono Community Unit School District 7
17,1739090,Cumberland Community Unit School District 77
17,1701387,Western Community Unit School District 12
17,1719970,Illinois Valley Central Unit School District 321
17,1700126,Midland Community Unit School District 7
17,1723970,Madison Community Unit School District 12
17,1700004,Norris City-Omaha-Enfield Community Unit School District 3
17,1708500,Carmi-White County Community Unit School District 5
17,1719260,Hinckley-Big Rock Community Unit School District 429
17,1735370,Sandwich Community Unit School District 430
17,1722870,Leland Community Unit School District 1
17,1739960,Urbana School District 116
17,1715180,Fisher Community Unit School District 1
17,1704260,Arthur Community Unit School District 305
17,1729340,Oakland Community Unit School District 5
17,1726430,Momence Community Unit School District 1
17,1740650,Waltonville Community Unit School District 1
17,1710790,Hamilton County Community Unit School District 10
17,1703660,Alwood Community Unit School District 225
17,1700106,Heritage Community Unit School District 8
17,1740320,Villa Grove Community Unit School District 302
17,1710740,Columbia Community Unit School District 4
17,1701395,Mercer County School District 404
17,1725000,Massac Unit School District 1
17,1700015,Joppa-Maple Grove Unit District 38
17,1715400,Flora Community Unit School District 35
17,1710340,Clay City Community Unit District 10
17,1742450,Williamsfield Community Unit School District 210
17,1712760,Du Quoin Community Unit School District 300
17,1710570,Cobden School Unit District 17
17,1713860,Elverado Community Unit School District 196
17,1738760,Teutopolis Community Unit School District 50
17,1728810,North Clay Community Unit School District 25
17,1722620,Le Roy Community Unit School District 2
17,1723200,Lisle Community Unit School District 202
17,1742180,Community Unit School District 200
17,1741690,Indian Prairie Community Unit School District 204
17,1700007,Eastland Community Unit School District 308
17,1741980,Westmont Community Unit School District 201
17,1714430,Eureka Community Unit District 140
17,1703450,Allendale Community Consolidated School District 17
17,1740470,Wabash Community Unit School District 348
17,1727990,Community Unit School District 16
17,1731920,Pleasant Plains Community Unit School District 8
17,1704440,Astoria Community Unit School District 1
17,1708460,Carlyle Community Unit School District 1
17,1717730,Bond County Community Unit School District 2
17,1719200,Hillsboro Community Unit School District 3
17,1727450,Mulberry Grove Community Unit School District 1
18,1800008,White River Valley School District
18,1800030,Southwest Allen County Metropolitan School District
18,1800060,Adams Central Community Schools
18,1800107,Tri-Township Consolidated School Corporation
18,1800118,North Central Parke Community School Corporation
18,1800120,Alexandria Community School Corporation
18,1800150,Anderson Community School Corporation
18,1800180,Argos Community Schools
18,1800210,Attica Consolidated School Corporation
18,1800212,Borden-Henryville School Corp
18,1800213,Silver Creek School Corporation
18,1800240,South Dearborn Community School Corporation
18,1800270,Avon Community School Corporation
18,1800330,Barr-Reeve Community School Corporation
18,1800360,Bartholomew County School Corporation
18,1800390,Batesville Community School Corporation
18,1800420,Baugo Community Schools
18,1800450,Beech Grove City Schools
18,1800480,Benton Community School Corporation
18,1800570,Blackford County Schools
18,1800600,Bloomfield School District
18,1800630,Monroe County Community School Corporation
18,1800660,Blue River Valley Schools
18,1800690,North Harrison Community School Corporation
18,1800720,Bluffton-Harrison Metropolitan School District
18,1800750,Boone Township Metropolitan School District
18,1800840,Clay Community Schools
18,1800900,Bremen Public Schools
18,1800960,Brown County County School Corporation
18,1801020,Brownsburg Community School Corporation
18,1801050,Brownstown Central Community School Corporation
18,1801060,C. A. Beard Memorial School Corporation
18,1801170,Cannelton City Schools
18,1801200,Carmel Clay Schools
18,1801230,Medora Community School Corporation
18,1801290,Carroll Consolidated School Corporation
18,1801410,Caston School Corporation
18,1801440,Center Grove Community School Corporation
18,1801560,Centerville-Abington Community Schools
18,1801590,DeKalb County Central United School District
18,1801710,Central Noble Community School Corporation
18,1801740,Perry Central Community School Corporation
18,1801770,Randolph Central School Corporation
18,1801890,Clark-Pleasant Community School Corporation
18,1801920,Clarksville Community School Corporation
18,1802040,Northwestern School Corporation
18,1802130,Clinton Central School Corporation
18,1802160,Clinton Prairie School Corporation
18,1802190,South Central Community School Corporation
18,1802220,Cloverdale Community Schools
18,1802280,Whitley County Consolidated Schools
18,1802400,Concord Community Schools
18,1802430,Covington Community School Corporation
18,1802440,Crawford County Community School Corporation
18,1802460,Crawfordsville Community Schools
18,1802490,Crown Point Community School Corporation
18,1802520,Culver Community Schools Corporation
18,1802550,Danville Community School Corporation
18,1802610,Decatur County Community Schools
18,1802640,Decatur Township Metropolitan School District
18,1802660,Delaware Community School Corporation
18,1802700,Delphi Community School Corporation
18,1802800,Duneland School Corporation
18,1802830,Zionsville Community Schools
18,1802850,East Allen County Schools
18,1802880,City of East Chicago School District
18,1802910,Lake Station Community Schools
18,1802940,East Gibson School Corporation
18,1802970,East Noble School Corporation
18,1803000,East Washington School Corporation
18,1803030,Eastbrook Community School Corporation
18,1803060,DeKalb County Eastern Community School District
18,1803090,Eastern Greene County School District
18,1803120,Eastern Hancock County Community School Corporation
18,1803150,Eastern Howard School Corporation
18,1803180,Randolph Eastern School Corporation
18,1803210,Shelby Eastern Schools
18,1803240,Edinburgh Community School Corporation
18,1803270,Elkhart Community Schools
18,1803300,Elwood Community School Corporation
18,1803330,Eminence Community School Corporation
18,1803450,Evansville-Vanderburgh School Corporation
18,1803480,Fairfield Community Schools
18,1803510,Fayette County School Corporation
18,1803570,Flat Rock-Hawcreek School Corporation
18,1803630,Fort Wayne Community Schools
18,1803660,Frankfort Community Schools
18,1803690,Franklin Community School Corporation
18,1803700,Franklin County Community School Corporation
18,1803720,Lanesville Community School Corporation
18,1803750,Franklin Township Community School Corporation
18,1803780,Fremont Community Schools
18,1803810,Frontier School Corporation
18,1803840,Garrett-Keyser-Butler Community Schools
18,1803870,Gary Community School Corporation
18,1803930,Goshen Community Schools
18,1803940,Greater Clark County Schools
18,1803960,Greater Jasper Consolidated Schools
18,1803990,Greencastle Community School Corporation
18,1804050,Greenfield-Central Community Schools
18,1804080,Greensburg Community Schools
18,1804110,Greenwood Community School Corporation
18,1804140,Monroe-Gregg School District
18,1804170,Griffith Public Schools
18,1804230,Hamilton Community Schools
18,1804260,Hamilton Heights School Corporation
18,1804320,Hammond School City
18,1804350,Hanover Community School Corporation
18,1804470,Western School Corporation
18,1804500,Wes-Del Community Schools
18,1804560,Highland School Town
18,1804590,Hobart School City
18,1804620,River Forest Community School Corporation
18,1804710,Huntington County Community School Corporation
18,1804770,Indianapolis Public Schools
18,1804800,Jac-Cen-Del Community School Corporation
18,1804980,Jay School Corporation
18,1805190,Jennings County Schools
18,1805280,Kankakee Valley School Corporation
18,1805340,Knox Community School Corporation
18,1805370,Kokomo-Center Township Consolidated School Corporation
18,1805400,Lafayette School Corporation
18,1805450,Lake Central School Corporation
18,1805460,Lake Ridge Schools
18,1805520,Lakeland School Corporation
18,1805550,Wawasee Community School Corporation
18,1805580,La Porte Community School Corporation
18,1805670,Lawrence Township Metropolitan School District
18,1805700,Lawrenceburg Community School Corporation
18,1805790,Lebanon Community School Corporation
18,1805880,Liberty-Perry Community School Corporation
18,1805910,Linton-Stockton School Corporation
18,1806030,Logansport Community School Corporation
18,1806060,Loogootee Community School Corporation
18,1806080,Warren County Metropolitan School District
18,1806090,Maconaquah School Corporation
18,1806120,Madison Consolidated Schools
18,1806240,Madison-Grant United School Corporation
18,1806270,Manchester Community Schools
18,1806390,Marion Community Schools
18,1806480,Sheridan Community Schools
18,1806510,Martinsville Schools Metropolitan School District
18,1806570,Michigan City Area Schools
18,1806600,Middlebury Community Schools
18,1806630,Milan Community Schools
18,1806660,Mill Creek Community School Corporation
18,1806840,Mishawaka School City
18,1806870,Mississinewa Community School Corporation
18,1806900,Mitchell Community Schools
18,1807020,Cowan Community School Corporation
18,1807080,Monroe Central School Corporation
18,1807110,Eastern Pulaski Community School Corporation
18,1807140,Mooresville Consolidated School Corporation
18,1807230,Mount Pleasant Township Community School Corporation
18,1807260,Mount Vernon Community School Corporation
18,1807290,Mount Vernon Metropolitan School District
18,1807320,Muncie Community Schools
18,1807350,Munster School Town
18,1807380,Nettle Creek School Corporation
18,1807410,New Albany-Floyd County Consolidated Schools
18,1807440,New Castle Community School Corporation
18,1807470,New Durham Township Metropolitan School District
18,1807560,New Prairie United School Corporation
18,1807620,Nineveh-Hensley-Jackson United School Corporation
18,1807650,Noblesville Schools
18,1807680,North Adams Community Schools
18,1807710,North Daviess Community Schools
18,1807770,North Gibson School Corporation
18,1807800,North Judson-San Pierre School Corporation
18,1807830,North Knox School Corporation
18,1807860,North Lawrence Community Schools
18,1807890,North Miami Community Schools
18,1807900,North Montgomery Community School Corporation
18,1807920,North Newton School Corporation
18,1807950,North Posey County Schools Metropolitan School District
18,1807980,North Putnam Community Schools
18,1808010,North Spencer County School Corporation
18,1808040,Tipton County Northern Community School Corporation
18,1808070,North Vermillion Community School Corporation
18,1808100,North West Hendricks Schools
18,1808120,Northeast Dubois County School Corporation
18,1808130,North White School Corporation
18,1808160,Northeast School Corporation
18,1808190,Northeastern Wayne Schools
18,1808220,Northern Wells Community Schools
18,1808250,Northwest Allen County Schools
18,1808280,Shenandoah School Corporation
18,1808310,Northwestern Consolidated School Corporation
18,1808340,Oak Hill United School Corporation
18,1808460,Oregon-Davis School Corporation
18,1808490,Orleans Community Schools
18,1808640,Paoli Community School Corporation
18,1808760,Penn-Harris-Madison School Corporation
18,1808820,Perry Township Metropolitan School District
18,1808850,Peru Community Schools
18,1808900,Pike County School Corporation
18,1808910,Pike Township Metropolitan School District
18,1808940,Pioneer Regional School Corporation
18,1808970,Plainfield Community School Corporation
18,1809000,East Porter County School Corporation
18,1809060,Plymouth Community School Corporation
18,1809120,John Glenn School Corporation
18,1809150,Portage Township Schools
18,1809180,Porter Township School Corporation
18,1809300,Prairie Heights Community School Corporation
18,1809360,West Central School Corporation
18,1809420,Rensselaer Central School Corporation
18,1809480,Richland-Bean Blossom Community School Corporation
18,1809510,Richmond Community School Corporation
18,1809600,Rising Sun-Ohio County Community Schools
18,1809630,Rochester Community School Corporation
18,1809690,Merrillville Community School
18,1809720,Rossville Consolidated School District
18,1809750,Rush County Schools
18,1809810,Salem Community Schools
18,1809840,Daleville Community Schools
18,1809990,Scott County School District 1
18,1810020,Scott County School District 2
18,1810080,Seymour Community Schools
18,1810110,Shakamak Schools Metropolitan School District
18,1810140,Shelbyville Central Schools
18,1810170,Shoals Community School Corporation
18,1810230,Smith-Green Community Schools
18,1810260,South Adams Schools
18,1810290,South Bend Community School Corporation
18,1810350,South Gibson School Corporation
18,1810360,South Harrison Community Schools
18,1810380,South Henry School Corporation
18,1810410,South Knox School Corporation
18,1810440,South Madison Community School Corporation
18,1810450,South Montgomery Community School Corporation
18,1810470,South Newton School Corporation
18,1810500,South Putnam Community Schools
